lat1,lon1,name1,lat2,lon2,name2,is_similar
77.73143549579069,12.864532497107326,PWMPzEhgQSIJFtLl,77.7314729992191,12.865321165438637,PWMPzEhgQSIJFtL,1
77.67860107706478,12.983261295304194,lqKiDFBZBTWUez,77.67840867602989,12.98372612827221,lqKiDFBZBTWXUez,1
77.50616775642054,12.873688787580445,sjislLxiXZmXLXrA,77.50552922468972,12.874079493237168,sjislLxiXZmXLXr,1
77.5440597112632,12.990843895648302,tnbuHQPEFCTHbM,77.54470053564766,12.99117668224228,KtnbuHQPEFCTHbM,1
77.7199094108049,12.912486140806315,zQDGraifUKPvJXrh,77.72061060421989,12.912090285613802,zQDGraifUKPvJXr,1
77.59244420713948,12.910422441231065,IiUaIKLepwZKsK,77.59196143907485,12.91128729120406,IiUaIKLepwZlKsK,1
77.703402737544,12.906721488679834,AHzXGncOYekvbc,77.70314403967068,12.905894120524152,AHzXGncOYekMvbc,1
77.50803626398752,13.028659386729384,DkRreiaFouYeugQi,77.50866651128297,13.028495876891585,DkRreiaFouYeugQ,1
77.52556090482467,12.980733152028042,aXvBGKUTNkPDxiFC,77.52547079308427,12.981675576082754,aXvBGKUTNkPDxiF,1
77.64535691047556,12.9300119012902,SdxKQfPDkfXEQK,77.64581473048007,12.929778624282552,SGdxKQfPDkfXEQK,1
77.46886736718902,12.902685707150813,kUeXLNDvRBgMgJ,77.46820673983098,12.903632180722267,kUeXLNDkvRBgMgJ,1
77.57004911513958,12.9609750742182,kAbqVgEBpxFnneeo,77.5701986714893,12.961413207268308,kAbqVgEBpxFnnee,1
77.73722144896529,12.87696321330928,lTtlymCLWsWZWsVq,77.73676928056967,12.876734974137625,lTtlymCLWsWZWsV,1
77.61059258513713,13.023596018993656,OQwFZvRDfaPmST,77.61072905674307,13.022952201172007,OQwFZvRDfaXPmST,1
77.64198736990933,12.913284860683058,NibgfyKYxNWbeKLg,77.64292343726254,12.913891870741413,NibgfyKYxNWbeKL,1
77.7143775743037,12.860315387151598,oUvkVqDnWziwqkHa,77.71387691147562,12.85951774445022,oUvkVqDnWziwqkH,1
77.46530154187165,12.893467960567875,uSpRTMsPPxpYrXYN,77.46607831104976,12.893056501237504,uSpRTMsPPxpYrXY,1
77.55980602980698,13.0413161250691,jpwlGIswRSROHnHt,77.55885515583745,13.041375542186174,jpwlGIswRSROHnH,1
77.57209660370212,12.988600480293544,dqBETBbjtnmCjfyH,77.5730175491244,12.988729396959902,dqBETBbjtnmCjfy,1
77.6445252884224,12.863799004993828,nLZxHFpewcAGrx,77.64525981346615,12.863857839760296,nLZxHFpbewcAGrx,1
77.68444569296669,13.041367049616436,DoogkGPglaOVapTC,77.68541158942642,13.041282667497551,DoogkGPglaOVapT,1
77.60154707312995,13.047106620581305,AfxToToeaPWvZWPw,77.60200775302715,13.047939981112282,AfxToToeaPWvZWP,1
77.47753799223393,13.071556629798,epgERAsQdMmYvlWO,77.47760892661283,13.071232120777262,epgERAsQdMmYvlW,1
77.70543799380077,12.956936676183368,QGKQMGFUVAUvHwbi,77.70571513564552,12.957702860098651,QGKQMGFUVAUvHwb,1
77.69799223313464,12.984760393104564,cNiURThlENYskRGc,77.69712205599838,12.98379326762034,cNiURThlENYskRG,1
77.46666114456406,13.072866889856384,DBhEnsjgbbSoIUZY,77.46578816770143,13.072764361338807,DBhEnsjgbbSoIUZ,1
77.52254096479727,12.865343457895348,AxKufLnhldOPnv,77.52222343546472,12.86453358805387,AxKufWLnhldOPnv,1
77.556055789032,13.037340469485128,JIisjtNghRsdZr,77.55518970910002,13.038002292899373,JKIisjtNghRsdZr,1
77.47070937109535,12.99332458298431,wybMltMlRsyUSZUm,77.47036482863632,12.992645532787025,wybMltMlRsyUSZU,1
77.63064690871603,13.020006910444373,LrmrIIpDnzxnKEfZ,77.63117946817779,13.019958540069586,LrmrIIpDnzxnKEf,1
77.61917823277334,13.02408021173729,joTFJKovMIUVQtvT,77.6188856392673,13.02313642694156,joTFJKovMIUVQtv,1
77.61627522926547,13.050048880465722,ArnQxoKYkDZyFatX,77.61541489644745,13.050933020153586,ArnQxoKYkDZyFat,1
77.61283746633481,12.926325962044828,CnRfsPRFUuNJhw,77.61288427596799,12.925830489138152,CnRfsPRFUuNJhAw,1
77.69788928872615,12.8561194508244,BQpBtdNGIRjYTRUm,77.69812096038447,12.856367845397632,BQpBtdNGIRjYTRU,1
77.65649654635507,12.948789513033107,lWndPrbYBwtVjA,77.65738603952238,12.94874788759558,lWndPrbYBwtVjAU,1
77.66617967948828,12.97266173928224,EkkrUCSmBLTSTz,77.66638536493184,12.97227366105218,EkkrUCSmBLTSTzC,1
77.62490628721899,12.9838044455549,hwqgDBUcZbgmHxzw,77.62456361199615,12.98325809316214,hwqgDBUcZbgmHxz,1
77.72603844658217,13.022900912404197,acketlKpXhcGiMcw,77.72701595285761,13.023813559447447,acketlKpXhcGiMc,1
77.68870919389487,13.014058430176547,biSfdxNiyizULhFr,77.68940311761234,13.014668107435602,biSfdxNiyizULhF,1
77.651931183901,12.881502467901583,KqNJrejuJqrVjwan,77.65240043155025,12.88202623318066,KqNJrejuJqrVjwa,1
77.71691688742465,12.880450079912151,kqWIMeaoZrwqGW,77.71619509732918,12.880257101540009,kqWIdMeaoZrwqGW,1
77.55350704824914,12.936271323326196,nvdUvfplxjiPYGLK,77.55277629852074,12.935942067948242,nvdUvfplxjiPYGL,1
77.72774753400029,12.995647938492295,OqJijwWCfiglkf,77.72680079196536,12.996545517087128,OqJijwWCfigslkf,1
77.44930125130489,13.040510542117008,hTEBAWYvcKuAvNuA,77.44958029828143,13.040691830321908,hTEBAWYvcKuAvNu,1
77.50966818349103,12.871993340685457,CYuBtPCgDJFWZz,77.5092097432339,12.87297277725915,CYuBtPCgDJFWZLz,1
77.52564738467736,12.967836570531569,LOgdSCRsXuMQLJ,77.5263591647188,12.968423492485426,LOgNdSCRsXuMQLJ,1
77.67529067882526,12.97894562093194,WEeegLYYvdQftC,77.67509941857045,12.979512285181071,WEeeTgLYYvdQftC,1
77.46042724936811,12.995737723240692,YfxWxCKlmeOQrN,77.46102703189466,12.996578909171006,YfxWxCKllmeOQrN,1
77.53102153073158,13.00777610347502,ttjpAppqdIOtlgFD,77.53104197377067,13.008681418475398,ttjpAppqdIOtlgF,1
77.64048600586894,13.081970319072475,mZYydyyDPPpPzuvQ,77.64135173922654,13.082611478813291,mZYydyyDPPpPzuv,1
77.45580672878855,12.959026230876434,InXyxxYvuOtrwxBz,77.4551648807429,12.959393805006028,InXyxxYvuOtrwxB,1
77.7225306781199,13.08383291707718,jJVysWnvThEfVN,77.72250141649225,13.084566707224695,jEJVysWnvThEfVN,1
77.54369528765183,13.09475997477985,QcmbKHLRVzKopHoz,77.5446840225588,13.09444933031956,QcmbKHLRVzKopHo,1
77.54081547085381,13.028646743711718,uOfuqQKCfUvxLHzl,77.5401814132808,13.028152795007465,uOfuqQKCfUvxLHz,1
77.57976962571708,12.88636709348197,ZqvgwmPEoXzgQv,77.58021503223337,12.887177567085196,ZlqvgwmPEoXzgQv,1
77.56316645808795,13.004264576622074,yLlHSCHUezLTStAe,77.56383840233818,13.004859567971828,yLlHSCHUezLTStA,1
77.59260230889464,12.952581272261009,zpVccYFOysOPBb,77.5924337409394,12.95173791816718,zpVccYFOcysOPBb,1
77.58078352093078,13.068043114409562,jAuCBcIOebjPtL,77.58094941255723,13.068513832472346,jAuCBcIOJebjPtL,1
77.58184943586507,12.926823676619389,UHvHflhMWGpvEzuo,77.5815832823657,12.925973954751749,UHvHflhMWGpvEzu,1
77.47023634589236,13.04119265108171,BoJCqoJklxplftqF,77.47074862380704,13.041767170437144,BoJCqoJklxplftq,1
77.55587183813707,12.857767444414067,UaNAjlVwovchJv,77.55611115267352,12.857468690240426,UaNAjlVmwovchJv,1
77.53493872611567,12.925228694522502,SYgrIhsaCxBHBh,77.53502269361812,12.92609060825365,SYgOrIhsaCxBHBh,1
77.52968714999449,13.092552190651489,XbOtjZlbsSqrrYRV,77.53052606656772,13.092026407912927,XbOtjZlbsSqrrYR,1
77.65401141826068,13.018302469482109,TAevJytephHIrIRM,77.65474959636333,13.018549738860244,TAevJytephHIrIR,1
77.68489832854408,13.027613366078,lCARbRkAOZNJrMgI,77.68448847303772,13.027580723084014,lCARbRkAOZNJrMg,1
77.60181358849665,12.931830959872045,YoKsktuOqMWVqm,77.60277643791846,12.932467281893617,YoKsBktuOqMWVqm,1
77.46142487924324,13.017825132599818,cdWCGGBLCRmsXsiJ,77.46191952086491,13.018632674391602,cdWCGGBLCRmsXsi,1
77.48385649870379,12.89941110596687,aLkNGsfsCEGxqM,77.48390059844728,12.898746014598952,XaLkNGsfsCEGxqM,1
77.63304182965618,13.062836704710431,JRqHDdwTdpSwjDsg,77.63275476839551,13.0630268656465,JRqHDdwTdpSwjDs,1
77.51896593535352,12.886586921706996,gzvxBpINFCOewtSW,77.5179682784037,12.887309731293186,gzvxBpINFCOewtS,1
77.52429071320944,12.946662803913044,cswlTnDcEWpQpxou,77.52498337993744,12.945680781704962,cswlTnDcEWpQpxo,1
77.55894320450886,12.897650880036393,lmGZlXHKNgHlXp,77.55808453233558,12.898010824914971,ElmGZlXHKNgHlXp,1
77.49529282379761,13.061618582608755,qBuXyESZtjaDGgdK,77.49607772181153,13.060762269694136,qBuXyESZtjaDGgd,1
77.48350316835973,13.057074609648744,sYKZWdrZxoANaz,77.48279869047447,13.05769713750984,sYKZWdrZxoANlaz,1
77.71967932933043,12.888454027097517,YZOvCiKFJOTQAx,77.72067297345032,12.888665316083197,YZOvCiKFJzOTQAx,1
77.58172979047953,12.886016688819906,xPbNQoupguslWG,77.58194122930924,12.885432064219566,xPbNQoupgsuslWG,1
77.72910755966402,12.926013318837793,LoZRugDaZMiyUllk,77.72900641963383,12.926114886329207,LoZRugDaZMiyUll,1
77.67431668796388,13.01163494305876,oezEyHeDVOrYAFEf,77.67344414229838,13.011936584735729,oezEyHeDVOrYAFE,1
77.54479951511308,12.981203081803429,WPZRoaYMTsQMVpup,77.54394671938844,12.981457108691185,WPZRoaYMTsQMVpu,1
77.5895819952991,12.923461409718726,DvErJmjgPevlfD,77.58904970216282,12.923313709963468,DvErJmjgPeavlfD,1
77.72664800846883,12.97935839458563,nWDUOqdEvnKsWsJB,77.7267759813553,12.979487974148048,nWDUOqdEvnKsWsJ,1
77.68792414133316,12.932224815594903,uMXTMKgCKAGzAo,77.68695216019778,12.932730400190149,uMXTMKgCKAGzwAo,1
77.58169025401905,12.9338685666949,RyuoYrLbdXCnnKXl,77.58256404478877,12.934486567409923,RyuoYrLbdXCnnKX,1
77.49238942189751,12.930001257868732,zhePgiNmiHoHYQ,77.49338718652413,12.930339441985293,zhePgiNVmiHoHYQ,1
77.56529090475728,12.960469669487782,JzIqAQKJfpeoDmfT,77.56452283937382,12.960512970994516,JzIqAQKJfpeoDmf,1
